St,Reference,BP,G_L,Cost,Assignment,DocumentNo,Ty,Doc Date,PK,Amount in doc curr,Quantity,Clrng doc,Materia,Text,AssignmentDate,DocDate,POSNumber,AmountCURR,FileName,ETL_Date,YYYYMM_DocDate
,,0188,1106070,,1000220250228,5108001157,GD,03.03.2025,40,412233.00,,,,10002BBL CPICK,20250228,20250303,10002,412233,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1000320250228,5108001157,GD,03.03.2025,40,612812.00,,,,10003BBL CPICK,20250228,20250303,10003,612812,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1000820250228,5108001157,GD,03.03.2025,40,202695.00,,,,10008BBL CPICK,20250228,20250303,10008,202695,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1001020250228,5108001157,GD,03.03.2025,40,450762.00,,,,10010BBL CPICK,20250228,20250303,10010,450762,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1001720250228,5108001157,GD,03.03.2025,40,622285.00,,,,10017BBL CPICK,20250228,20250303,10017,622285,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1001820250228,5108001157,GD,03.03.2025,40,433055.00,,,,10018BBL CPICK,20250228,20250303,10018,433055,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1001920250228,5108001157,GD,03.03.2025,40,237676.00,,,,10019BBL CPICK,20250228,20250303,10019,237676,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1002220250228,5108001157,GD,03.03.2025,40,404827.00,,,,10022BBL CPICK,20250228,20250303,10022,404827,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1002320250228,5108001157,GD,03.03.2025,40,229114.00,,,,10023BBL CPICK,20250228,20250303,10023,229114,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1002620250228,5108001157,GD,03.03.2025,40,317823.00,,,,10026BBL CPICK,20250228,20250303,10026,317823,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1003220250228,5108001157,GD,03.03.2025,40,426345.00,,,,10032BBL CPICK,20250228,20250303,10032,426345,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1003320250228,5108001157,GD,03.03.2025,40,520486.00,,,,10033BBL CPICK,20250228,20250303,10033,520486,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1003420250228,5108001157,GD,03.03.2025,40,389837.00,,,,10034BBL CPICK,20250228,20250303,10034,389837,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1003520250228,5108001157,GD,03.03.2025,40,320408.00,,,,10035BBL CPICK,20250228,20250303,10035,320408,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1003720250228,5108001157,GD,03.03.2025,40,372336.00,,,,10037BBL CPICK,20250228,20250303,10037,372336,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1003920250228,5108001157,GD,03.03.2025,40,924308.00,,,,10039BBL CPICK,20250228,20250303,10039,924308,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1004020250228,5108001157,GD,03.03.2025,40,619614.00,,,,10040BBL CPICK,20250228,20250303,10040,619614,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1004120250228,5108001157,GD,03.03.2025,40,793797.00,,,,10041BBL CPICK,20250228,20250303,10041,793797,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1004720250228,5108001157,GD,03.03.2025,40,295440.00,,,,10047BBL CPICK,20250228,20250303,10047,295440,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1005520250228,5108001157,GD,03.03.2025,40,922850.00,,,,10055BBL CPICK,20250228,20250303,10055,922850,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1005620250228,5108001157,GD,03.03.2025,40,581010.00,,,,10056BBL CPICK,20250228,20250303,10056,581010,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1005820250228,5108001157,GD,03.03.2025,40,214150.00,,,,10058BBL CPICK,20250228,20250303,10058,214150,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1005920250228,5108001157,GD,03.03.2025,40,640009.00,,,,10059BBL CPICK,20250228,20250303,10059,640009,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1006920250228,5108001157,GD,03.03.2025,40,935631.00,,,,10069BBL CPICK,20250228,20250303,10069,935631,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1007220250228,5108001157,GD,03.03.2025,40,690625.00,,,,10072BBL CPICK,20250228,20250303,10072,690625,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1007520250228,5108001157,GD,03.03.2025,40,895460.00,,,,10075BBL CPICK,20250228,20250303,10075,895460,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1007620250228,5108001157,GD,03.03.2025,40,448998.00,,,,10076BBL CPICK,20250228,20250303,10076,448998,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1008320250228,5108001157,GD,03.03.2025,40,861669.00,,,,10083BBL CPICK,20250228,20250303,10083,861669,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1008520250228,5108001157,GD,03.03.2025,40,457567.00,,,,10085BBL CPICK,20250228,20250303,10085,457567,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1008620250228,5108001157,GD,03.03.2025,40,846500.00,,,,10086BBL CPICK,20250228,20250303,10086,846500,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1009320250228,5108001157,GD,03.03.2025,40,422990.00,,,,10093BBL CPICK,20250228,20250303,10093,422990,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1009420250228,5108001157,GD,03.03.2025,40,431841.00,,,,10094BBL CPICK,20250228,20250303,10094,431841,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1009620250228,5108001157,GD,03.03.2025,40,680266.00,,,,10096BBL CPICK,20250228,20250303,10096,680266,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1009920250228,5108001157,GD,03.03.2025,40,329373.00,,,,10099BBL CPICK,20250228,20250303,10099,329373,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1010120250228,5108001157,GD,03.03.2025,40,445418.00,,,,10101BBL CPICK,20250228,20250303,10101,445418,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1010220250228,5108001157,GD,03.03.2025,40,456226.00,,,,10102BBL CPICK,20250228,20250303,10102,456226,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1010320250228,5108001157,GD,03.03.2025,40,129058.00,,,,10103BBL CPICK,20250228,20250303,10103,129058,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1010820250228,5108001157,GD,03.03.2025,40,828329.00,,,,10108BBL CPICK,20250228,20250303,10108,828329,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011220250228,5108001157,GD,03.03.2025,40,717194.00,,,,10112BBL CPICK,20250228,20250303,10112,717194,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011320250228,5108001157,GD,03.03.2025,40,375887.00,,,,10113BBL CPICK,20250228,20250303,10113,375887,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011520250228,5108001157,GD,03.03.2025,40,566333.00,,,,10115BBL CPICK,20250228,20250303,10115,566333,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011820250228,5108001157,GD,03.03.2025,40,236742.00,,,,10118BBL CPICK,20250228,20250303,10118,236742,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011920250228,5108001157,GD,03.03.2025,40,243217.00,,,,10119BBL CPICK,20250228,20250303,10119,243217,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1012020250228,5108001157,GD,03.03.2025,40,428991.00,,,,10120BBL CPICK,20250228,20250303,10120,428991,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1012520250228,5108001157,GD,03.03.2025,40,533937.00,,,,10125BBL CPICK,20250228,20250303,10125,533937,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1012620250228,5108001157,GD,03.03.2025,40,362377.00,,,,10126BBL CPICK,20250228,20250303,10126,362377,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1012720250228,5108001157,GD,03.03.2025,40,385133.00,,,,10127BBL CPICK,20250228,20250303,10127,385133,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1013020250228,5108001157,GD,03.03.2025,40,560546.00,,,,10130BBL CPICK,20250228,20250303,10130,560546,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1015020250228,5108001157,GD,03.03.2025,40,717594.00,,,,10150BBL CPICK,20250228,20250303,10150,717594,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1015220250228,5108001157,GD,03.03.2025,40,764648.00,,,,10152BBL CPICK,20250228,20250303,10152,764648,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1015420250228,5108001157,GD,03.03.2025,40,343356.00,,,,10154BBL CPICK,20250228,20250303,10154,343356,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1015820250228,5108001157,GD,03.03.2025,40,1148658.00,,,,10158BBL CPICK,20250228,20250303,10158,1148658,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1017220250228,5108001157,GD,03.03.2025,40,836208.00,,,,10172BBL CPICK,20250228,20250303,10172,836208,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1017320250228,5108001157,GD,03.03.2025,40,191605.00,,,,10173BBL CPICK,20250228,20250303,10173,191605,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1017920250228,5108001157,GD,03.03.2025,40,338901.00,,,,10179BBL CPICK,20250228,20250303,10179,338901,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018320250228,5108001157,GD,03.03.2025,40,647745.00,,,,10183BBL CPICK,20250228,20250303,10183,647745,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018420250228,5108001157,GD,03.03.2025,40,515790.00,,,,10184BBL CPICK,20250228,20250303,10184,515790,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018520250228,5108001157,GD,03.03.2025,40,124745.00,,,,10185BBL CPICK,20250228,20250303,10185,124745,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018620250228,5108001157,GD,03.03.2025,40,1320425.00,,,,10186BBL CPICK,20250228,20250303,10186,1320425,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018820250228,5108001157,GD,03.03.2025,40,442271.00,,,,10188BBL CPICK,20250228,20250303,10188,442271,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018920250228,5108001157,GD,03.03.2025,40,462344.00,,,,10189BBL CPICK,20250228,20250303,10189,462344,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1019220250228,5108001157,GD,03.03.2025,40,408129.00,,,,10192BBL CPICK,20250228,20250303,10192,408129,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1019620250228,5108001157,GD,03.03.2025,40,404672.00,,,,10196BBL CPICK,20250228,20250303,10196,404672,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020020250228,5108001157,GD,03.03.2025,40,356743.00,,,,10200BBL CPICK,20250228,20250303,10200,356743,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020120250228,5108001157,GD,03.03.2025,40,554324.00,,,,10201BBL CPICK,20250228,20250303,10201,554324,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020220250228,5108001157,GD,03.03.2025,40,599035.00,,,,10202BBL CPICK,20250228,20250303,10202,599035,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020720250228,5108001157,GD,03.03.2025,40,377115.00,,,,10207BBL CPICK,20250228,20250303,10207,377115,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020820250228,5108001157,GD,03.03.2025,40,405136.00,,,,10208BBL CPICK,20250228,20250303,10208,405136,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020920250228,5108001157,GD,03.03.2025,40,1103470.00,,,,10209BBL CPICK,20250228,20250303,10209,1103470,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021020250228,5108001157,GD,03.03.2025,40,245066.00,,,,10210BBL CPICK,20250228,20250303,10210,245066,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021120250228,5108001157,GD,03.03.2025,40,508428.00,,,,10211BBL CPICK,20250228,20250303,10211,508428,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021320250228,5108001157,GD,03.03.2025,40,462842.00,,,,10213BBL CPICK,20250228,20250303,10213,462842,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021520250228,5108001157,GD,03.03.2025,40,569431.00,,,,10215BBL CPICK,20250228,20250303,10215,569431,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021620250228,5108001157,GD,03.03.2025,40,449444.00,,,,10216BBL CPICK,20250228,20250303,10216,449444,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021720250228,5108001157,GD,03.03.2025,40,505262.00,,,,10217BBL CPICK,20250228,20250303,10217,505262,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022020250228,5108001157,GD,03.03.2025,40,113185.00,,,,10220BBL CPICK,20250228,20250303,10220,113185,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022220250228,5108001157,GD,03.03.2025,40,1120981.00,,,,10222BBL CPICK,20250228,20250303,10222,1120981,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022620250228,5108001157,GD,03.03.2025,40,629844.00,,,,10226BBL CPICK,20250228,20250303,10226,629844,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022720250228,5108001157,GD,03.03.2025,40,289998.00,,,,10227BBL CPICK,20250228,20250303,10227,289998,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022920250228,5108001157,GD,03.03.2025,40,633900.00,,,,10229BBL CPICK,20250228,20250303,10229,633900,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023020250228,5108001157,GD,03.03.2025,40,492722.00,,,,10230BBL CPICK,20250228,20250303,10230,492722,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023320250228,5108001157,GD,03.03.2025,40,331560.00,,,,10233BBL CPICK,20250228,20250303,10233,331560,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023520250228,5108001157,GD,03.03.2025,40,297562.00,,,,10235BBL CPICK,20250228,20250303,10235,297562,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023620250228,5108001157,GD,03.03.2025,40,595406.00,,,,10236BBL CPICK,20250228,20250303,10236,595406,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023920250228,5108001157,GD,03.03.2025,40,657697.00,,,,10239BBL CPICK,20250228,20250303,10239,657697,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1024120250228,5108001157,GD,03.03.2025,40,745963.00,,,,10241BBL CPICK,20250228,20250303,10241,745963,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1024520250228,5108001157,GD,03.03.2025,40,219285.00,,,,10245BBL CPICK,20250228,20250303,10245,219285,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1024620250228,5108001157,GD,03.03.2025,40,367848.00,,,,10246BBL CPICK,20250228,20250303,10246,367848,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1024920250228,5108001157,GD,03.03.2025,40,675815.00,,,,10249BBL CPICK,20250228,20250303,10249,675815,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025020250228,5108001157,GD,03.03.2025,40,752785.00,,,,10250BBL CPICK,20250228,20250303,10250,752785,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025120250228,5108001157,GD,03.03.2025,40,542805.00,,,,10251BBL CPICK,20250228,20250303,10251,542805,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025320250228,5108001157,GD,03.03.2025,40,358504.00,,,,10253BBL CPICK,20250228,20250303,10253,358504,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025520250228,5108001157,GD,03.03.2025,40,163990.00,,,,10255BBL CPICK,20250228,20250303,10255,163990,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025720250228,5108001157,GD,03.03.2025,40,549496.00,,,,10257BBL CPICK,20250228,20250303,10257,549496,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025820250228,5108001157,GD,03.03.2025,40,346151.00,,,,10258BBL CPICK,20250228,20250303,10258,346151,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025920250228,5108001157,GD,03.03.2025,40,731370.00,,,,10259BBL CPICK,20250228,20250303,10259,731370,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1026020250228,5108001157,GD,03.03.2025,40,545942.00,,,,10260BBL CPICK,20250228,20250303,10260,545942,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1026220250228,5108001157,GD,03.03.2025,40,1118123.00,,,,10262BBL CPICK,20250228,20250303,10262,1118123,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1026920250228,5108001157,GD,03.03.2025,40,610799.00,,,,10269BBL CPICK,20250228,20250303,10269,610799,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027020250228,5108001157,GD,03.03.2025,40,454977.00,,,,10270BBL CPICK,20250228,20250303,10270,454977,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027220250228,5108001157,GD,03.03.2025,40,501209.00,,,,10272BBL CPICK,20250228,20250303,10272,501209,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027320250228,5108001157,GD,03.03.2025,40,118961.00,,,,10273BBL CPICK,20250228,20250303,10273,118961,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027420250228,5108001157,GD,03.03.2025,40,323307.00,,,,10274BBL CPICK,20250228,20250303,10274,323307,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027820250228,5108001157,GD,03.03.2025,40,467231.00,,,,10278BBL CPICK,20250228,20250303,10278,467231,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1028020250228,5108001157,GD,03.03.2025,40,362556.00,,,,10280BBL CPICK,20250228,20250303,10280,362556,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1028120250228,5108001157,GD,03.03.2025,40,950001.00,,,,10281BBL CPICK,20250228,20250303,10281,950001,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1028420250228,5108001157,GD,03.03.2025,40,342352.00,,,,10284BBL CPICK,20250228,20250303,10284,342352,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1029120250228,5108001157,GD,03.03.2025,40,512819.00,,,,10291BBL CPICK,20250228,20250303,10291,512819,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1029320250228,5108001157,GD,03.03.2025,40,404455.00,,,,10293BBL CPICK,20250228,20250303,10293,404455,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1029520250228,5108001157,GD,03.03.2025,40,138254.00,,,,10295BBL CPICK,20250228,20250303,10295,138254,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1029620250228,5108001157,GD,03.03.2025,40,365412.00,,,,10296BBL CPICK,20250228,20250303,10296,365412,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030020250228,5108001157,GD,03.03.2025,40,823860.00,,,,10300BBL CPICK,20250228,20250303,10300,823860,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030120250228,5108001157,GD,03.03.2025,40,215132.00,,,,10301BBL CPICK,20250228,20250303,10301,215132,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030220250228,5108001157,GD,03.03.2025,40,331350.00,,,,10302BBL CPICK,20250228,20250303,10302,331350,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030420250228,5108001157,GD,03.03.2025,40,165048.00,,,,10304BBL CPICK,20250228,20250303,10304,165048,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030620250228,5108001157,GD,03.03.2025,40,410143.00,,,,10306BBL CPICK,20250228,20250303,10306,410143,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030720250228,5108001157,GD,03.03.2025,40,514579.00,,,,10307BBL CPICK,20250228,20250303,10307,514579,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030820250228,5108001157,GD,03.03.2025,40,320241.00,,,,10308BBL CPICK,20250228,20250303,10308,320241,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030920250228,5108001157,GD,03.03.2025,40,211076.00,,,,10309BBL CPICK,20250228,20250303,10309,211076,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1031020250228,5108001157,GD,03.03.2025,40,660477.00,,,,10310BBL CPICK,20250228,20250303,10310,660477,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1031320250228,5108001157,GD,03.03.2025,40,359802.00,,,,10313BBL CPICK,20250228,20250303,10313,359802,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1031920250228,5108001157,GD,03.03.2025,40,266581.00,,,,10319BBL CPICK,20250228,20250303,10319,266581,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1223220250228,5108001157,GD,03.03.2025,40,441861.00,,,,12232BBL CPICK,20250228,20250303,12232,441861,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1226720250228,5108001157,GD,03.03.2025,40,864637.00,,,,12267BBL CPICK,20250228,20250303,12267,864637,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1227020250228,5108001157,GD,03.03.2025,40,435508.00,,,,12270BBL CPICK,20250228,20250303,12270,435508,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2220520250228,5108001157,GD,03.03.2025,40,702724.00,,,,22205BBL CPICK,20250228,20250303,22205,702724,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2222020250228,5108001157,GD,03.03.2025,40,207138.00,,,,22220BBL CPICK,20250228,20250303,22220,207138,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2229620250228,5108001157,GD,03.03.2025,40,181897.00,,,,22296BBL CPICK,20250228,20250303,22296,181897,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2241120250228,5108001157,GD,03.03.2025,40,191761.00,,,,22411BBL CPICK,20250228,20250303,22411,191761,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2241320250228,5108001157,GD,03.03.2025,40,152248.00,,,,22413BBL CPICK,20250228,20250303,22413,152248,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2245220250228,5108001157,GD,03.03.2025,40,525712.00,,,,22452BBL CPICK,20250228,20250303,22452,525712,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2245720250228,5108001157,GD,03.03.2025,40,265310.00,,,,22457BBL CPICK,20250228,20250303,22457,265310,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2246620250228,5108001157,GD,03.03.2025,40,482637.00,,,,22466BBL CPICK,20250228,20250303,22466,482637,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2247820250228,5108001157,GD,03.03.2025,40,296375.00,,,,22478BBL CPICK,20250228,20250303,22478,296375,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2248120250228,5108001157,GD,03.03.2025,40,391117.00,,,,22481BBL CPICK,20250228,20250303,22481,391117,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2248620250228,5108001157,GD,03.03.2025,40,663857.00,,,,22486BBL CPICK,20250228,20250303,22486,663857,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2248920250228,5108001157,GD,03.03.2025,40,497323.00,,,,22489BBL CPICK,20250228,20250303,22489,497323,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0096,1106070,,1000420250303,5108001493,GD,03.03.2025,40,469426.00,,,,10004BBL CPICK,20250303,20250303,10004,469426,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0096,1106070,,1000720250303,5108001493,GD,03.03.2025,40,642930.00,,,,10007BBL CPICK,20250303,20250303,10007,642930,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0096,1106070,,1001320250303,5108001493,GD,03.03.2025,40,575669.00,,,,10013BBL CPICK,20250303,20250303,10013,575669,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
